	epoch	trainweather	trainclear	trainclear_loss	trainovercast	trainovercast_loss	trainsnowy	trainsnowy_loss	trainrainy	trainrainy_loss	trainpartly cloudy	trainpartly cloudy_loss	trainfoggy	trainfoggy_loss	train_ave	valweather	valclear	valclear_loss	valovercast	valovercast_loss	valsnowy	valsnowy_loss	valrainy	valrainy_loss	valpartly cloudy	valpartly cloudy_loss	valfoggy	valfoggy_loss	val_ave	testweather	testclear	testovercast	testsnowy	testrainy	testpartly cloudy	testfoggy	test_ave	Avg ID FLYP Loss
0	-1	0.7835	0.917	0.7027091383934021	0.726	0.9814164042472839	0.782	0.8228286504745483	0.762	0.8064461946487427	0.754	0.8102606534957886	0.3684	1.423107624053955	0.7182	0.8251	0.896	0.7313985824584961	0.7041	1.002576231956482	0.7518	0.8911773562431335	0.7161	0.9112502336502075	0.7101	0.8684927821159363	0.2093	1.7045509815216064	0.6646	0.8192	0.8938	0.7014	0.7503	0.7195	0.6734	0.3953	0.689	0.0
1	0	0.7803	0.896	0.4927389621734619	0.921	0.411705881357193	0.739	0.7385237216949463	0.735	0.6370242238044739	0.636	0.7973521947860718	0.3333	2.8397257328033447	0.7101	0.8334	0.8799	0.5337377786636353	0.905	0.43879303336143494	0.7183	0.819490373134613	0.7129	0.7431226372718811	0.6204	0.8362125158309937	0.2326	3.450031280517578	0.6782	0.8244	0.8754	0.9048	0.7243	0.7141	0.5623	0.3488	0.6883	-0.3861
